Gender Values,Gender Frequency,Gender-Sentiment Average,Gender-Sadness Averages,Gender-Joy Averages,Gender-Fear Averages,Gender-Disgust Averages,Gender-Anger Averages,Gender-Lifetime Average
Female,0.1086,0.311,0.2901,0.0842,0.0343,0.0761,2769.5
Male,0.1434,0.3019,0.3261,0.1026,0.0278,0.0597,1269.0
Unknown,-0.3349,0.3134,0.248,0.1226,0.0258,0.0607,2182.5
